Rot,elapsedRealtimeNanos,utcTimeMillis,quaternionX,quaternionY,quaternionZ,quaternionW
Rot,165637752995581,1684642511971,-0.03615243,0.16661993,0.82393855,0.54042214
Rot,165637753125634,1684642511971,-0.03621371,0.16665624,0.8238666,0.5405165
Rot,165637753160113,1684642511971,-0.036252156,0.166768,0.8237533,0.54065216
Rot,165637762005373,1684642511980,-0.036265828,0.16688956,0.82362807,0.54080445
Rot,165637762121467,1684642511980,-0.03622427,0.16697688,0.8234906,0.5409896
Rot,165637772285217,1684642511990,-0.036149316,0.16713746,0.8232938,0.5412445
Rot,165637772317144,1684642511990,-0.036090225,0.16729492,0.8231019,0.5414916
Rot,165637783474800,1684642512002,-0.03608483,0.16743657,0.8229395,0.541695
Rot,165637783592509,1684642512002,-0.036132596,0.16756107,0.822807,0.54185456
Rot,165637791675425,1684642512010,-0.036229536,0.16763623,0.82272387,0.54195106
Rot,165637791712717,1684642512010,-0.036370445,0.16772963,0.8226593,0.5420107
Rot,165637803444592,1684642512022,-0.0365006,0.16785096,0.8225812,0.542083
Rot,165637803510165,1684642512022,-0.036620475,0.16794372,0.82251257,0.5421503
Rot,165637812276050,1684642512030,-0.03672122,0.16808303,0.8224136,0.5422504
Rot,165637812328342,1684642512031,-0.036832035,0.16823873,0.822307,0.5423563
Rot,165637823478498,1684642512042,-0.0370024,0.16835982,0.8222446,0.54240173
Rot,165637823536936,1684642512042,-0.037187945,0.16845456,0.8222089,0.5424137
Rot,165637831703863,1684642512050,-0.037330743,0.16858777,0.8221449,0.54245955
Rot,165637831723915,1684642512050,-0.03737494,0.16870436,0.8220512,0.54256225
Rot,165637832928029,1684642512051,-0.037349675,0.16884337,0.8219048,0.5427425
Rot,165637841612352,1684642512060,-0.037271205,0.16901743,0.82171136,0.5429865
Rot,165637843376102,1684642512062,-0.03722584,0.16918059,0.8215307,0.5432122
Rot,165637851883758,1684642512070,-0.03723542,0.16932882,0.8213878,0.5433814
Rot,165637852674175,1684642512071,-0.037248854,0.16948287,0.82124627,0.5435463
Rot,165637862791883,1684642512081,-0.037207678,0.16961007,0.8210964,0.54373586
Rot,165637863685321,1684642512082,-0.037124023,0.16975096,0.8209138,0.54397327
Rot,165637871633029,1684642512090,-0.037029125,0.1698942,0.8207141,0.54423624
Rot,165637873093186,1684642512091,-0.037002906,0.17002553,0.8205478,0.5444477
Rot,165637880804800,1684642512099,-0.037067886,0.17017224,0.82041824,0.54459274
Rot,165637883081519,1684642512101,-0.03717839,0.17029978,0.82032764,0.54468185
Rot,165637892183186,1684642512110,-0.0372914,0.17042592,0.820247,0.5447562
Rot,165637892714331,1684642512111,-0.037368912,0.1705482,0.8201496,0.5448592
Rot,165637900811206,1684642512119,-0.037424643,0.1706722,0.8200344,0.54498994
Rot,165637903014852,1684642512121,-0.03748974,0.17080921,0.8199112,0.54512787
Rot,165637910931571,1684642512129,-0.03758442,0.1709291,0.819812,0.54523295
Rot,165637912583498,1684642512131,-0.037697796,0.17102046,0.81974113,0.545303
Rot,165637921055008,1684642512139,-0.037813045,0.17109765,0.81968427,0.5453562
Rot,165637922668758,1684642512141,-0.03785694,0.17121667,0.81958884,0.54545933
Rot,165637931872717,1684642512150,-0.037862524,0.17133759,0.81947505,0.5455919
Rot,165637932197248,1684642512150,-0.037843347,0.17146766,0.8193484,0.5457425
Rot,165637942176363,1684642512160,-0.037810504,0.17160316,0.8192098,0.54591024
Rot,165637942489123,1684642512161,-0.03781101,0.17172685,0.81909376,0.5460454
Rot,165637951600165,1684642512170,-0.03785353,0.17184792,0.81900036,0.5461445
Rot,165637951780373,1684642512170,-0.037880775,0.17197877,0.818905,0.54624444
Rot,165637960513967,1684642512179,-0.037849903,0.17212851,0.81877726,0.5463909
Rot,165637961587352,1684642512180,-0.03775382,0.17229459,0.818611,0.5465942
Rot,165637972368081,1684642512191,-0.037634116,0.17248355,0.8184217,0.5468263
Rot,165637972483133,1684642512191,-0.037528537,0.17267045,0.81823766,0.54704994
Rot,165637982236311,1684642512200,-0.037463762,0.17287593,0.81806403,0.54724914
Rot,165637982277144,1684642512200,-0.037428748,0.17306007,0.81791544,0.54741544
Rot,165637991252665,1684642512209,-0.037390165,0.17323318,0.81777257,0.5475767
Rot,165637991920165,1684642512210,-0.03730425,0.173402,0.81760687,0.5477766
Rot,165638002491258,1684642512221,-0.037153374,0.17357151,0.81741387,0.54802114
Rot,165638002570998,1684642512221,-0.036985666,0.17373446,0.8172146,0.5482779
Rot,165638013946936,1684642512232,-0.036788143,0.17389993,0.8170031,0.54855394
Rot,165638014140477,1684642512232,-0.036576983,0.17411022,0.8167648,0.54885614
Rot,165638022942665,1684642512241,-0.036390092,0.17432804,0.8165303,0.5491482
Rot,165638023056779,1684642512241,-0.03622618,0.17454985,0.81630456,0.5494242
Rot,165638032084436,1684642512250,-0.03605525,0.17478363,0.8160622,0.549721
Rot,165638032146623,1684642512250,-0.035885323,0.17500526,0.81582403,0.55001503
Rot,165638042883185,1684642512261,-0.03572391,0.17515808,0.8156158,0.5502857
Rot,165638042965581,1684642512261,-0.03558042,0.17528208,0.81542605,0.55053663
Rot,165638054167092,1684642512272,-0.035429314,0.17541283,0.815232,0.5507921
Rot,165638054273863,1684642512272,-0.03530418,0.17548172,0.81508225,0.5509997
Rot,165638063654019,1684642512282,-0.03519939,0.17553483,0.81495774,0.5511737
Rot,165638063685477,1684642512282,-0.035065897,0.17560855,0.81481844,0.5513646
Rot,165638072218915,1684642512290,-0.03493079,0.17570227,0.8146719,0.5515599
Rot,165638072292613,1684642512290,-0.03479323,0.17579672,0.81453556,0.5517398
Rot,165638081092508,1684642512299,-0.03465213,0.17593592,0.81437385,0.55194294
Rot,165638081146258,1684642512299,-0.03451198,0.17609149,0.8142055,0.5521504
Rot,165638090437248,1684642512309,-0.03438631,0.17625819,0.8140375,0.5523527
Rot,165638090453394,1684642512309,-0.034245294,0.17643195,0.8138568,0.55257237
Rot,165638100577977,1684642512319,-0.034070298,0.17661123,0.81365633,0.552821
Rot,165638100598446,1684642512319,-0.033829484,0.17676675,0.8134397,0.55310476
Rot,165638111739540,1684642512330,-0.033550065,0.17692293,0.8132026,0.5534204
Rot,165638111775633,1684642512330,-0.033239435,0.17704512,0.8129585,0.5537587
Rot,165638120456727,1684642512339,-0.032923426,0.17713717,0.81272906,0.5540848
Rot,165638120472717,1684642512339,-0.032658216,0.17724773,0.8125179,0.55437475
Rot,165638130517352,1684642512349,-0.032422543,0.177363,0.81232905,0.5546284
Rot,165638130534227,1684642512349,-0.03222446,0.17752768,0.8121319,0.5548759
Rot,165638140674123,1684642512359,-0.032008458,0.17769282,0.8119222,0.55514234
Rot,165638140733342,1684642512359,-0.031733386,0.17790003,0.81164974,0.5554901
Rot,165638150633915,1684642512369,-0.03143241,0.1780871,0.8113535,0.5558799
Rot,165638150658446,1684642512369,-0.031189715,0.17817333,0.8111175,0.5562103
Rot,165638160483394,1684642512379,-0.031031007,0.17817701,0.81096303,0.5564431
Rot,165638160537092,1684642512379,-0.030892432,0.17818509,0.81083226,0.55663884
Rot,165638171429019,1684642512390,-0.030796323,0.17824739,0.8106985,0.55681896
Rot,165638171543394,1684642512390,-0.030742766,0.17836939,0.8105416,0.5570112
Rot,165638181992248,1684642512400,-0.030767024,0.17854278,0.8103738,0.5571985
Rot,165638182095269,1684642512400,-0.030838398,0.1787947,0.8101821,0.55739254
Rot,165638192087717,1684642512410,-0.030855786,0.1790398,0.80999875,0.55757934
Rot,165638192150946,1684642512410,-0.030720321,0.17919438,0.8098325,0.5577786
Rot,165638202126258,1684642512420,-0.030453477,0.17933437,0.80938333,0.5583998
Rot,165638202183081,1684642512420,-0.030224781,0.17943212,0.80917406,0.5586841
Rot,165638211831258,1684642512430,-0.029891478,0.17948233,0.8089633,0.558991
Rot,165638211862821,1684642512430,-0.029539274,0.17947485,0.8087698,0.559292
Rot,165638223580477,1684642512442,-0.029132253,0.17951262,0.80837077,0.5598779
Rot,165638223621675,1684642512442,-0.028781746,0.1796266,0.8081476,0.56018156
Rot,165638232211519,1684642512450,-0.028351177,0.17983258,0.8076475,0.5608582
Rot,165638232288654,1684642512450,-0.027980365,0.18010934,0.8073236,0.5612543
Rot,165638241995790,1684642512460,-0.02746567,0.18043867,0.80664444,0.56214964
Rot,165638242031935,1684642512460,-0.027010312,0.18073097,0.8062268,0.5626767
Rot,165638251908446,1684642512470,-0.026491622,0.18097387,0.8056886,0.5633937
Rot,165638251964488,1684642512470,-0.026019871,0.18110073,0.80532694,0.5638919
Rot,165638261758342,1684642512480,-0.025499856,0.18115158,0.8048692,0.5645524
Rot,165638261811987,1684642512480,-0.024997434,0.18121977,0.8045373,0.56502587
Rot,165638263667404,1684642512482,-0.024509484,0.18130304,0.80420864,0.5654883
Rot,165638271772821,1684642512490,-0.02406208,0.18141621,0.8038005,0.5660511
Rot,165638281182040,1684642512499,-0.023658372,0.18163863,0.80344146,0.5665064
Rot,165638282244904,1684642512500,-0.02328994,0.181838,0.8031219,0.5669106
Rot,165638282589904,1684642512501,-0.022938339,0.18199171,0.8028204,0.56730264
Rot,165638290914696,1684642512509,-0.022526508,0.1821978,0.80231214,0.56797165
Rot,165638292630008,1684642512511,-0.022189295,0.18233901,0.80199385,0.56838894
Rot,165638302660529,1684642512521,-0.021809839,0.18237196,0.80145144,0.5691576
Rot,165638302903290,1684642512521,-0.02158007,0.18240345,0.8012452,0.56944656
Rot,165638311220737,1684642512529,-0.021285567,0.18236803,0.8009759,0.5698477
Rot,165638312935425,1684642512531,-0.020997288,0.18232626,0.80079556,0.5701252
Rot,165638320610112,1684642512539,-0.020612752,0.18239528,0.8003606,0.5707276
Rot,165638322678446,1684642512541,-0.020216227,0.18251346,0.80006087,0.5711241
Rot,165638332060008,1684642512550,-0.019786036,0.18269153,0.79969335,0.57159674
Rot,165638332134592,1684642512550,-0.019315908,0.18293183,0.7992595,0.5721426
Rot,165638340545737,1684642512559,-0.018731182,0.18312702,0.7984863,0.57317823
Rot,165638342602873,1684642512561,-0.018265955,0.18326241,0.7980762,0.5737209
Rot,165638350976154,1684642512569,-0.017703122,0.18330714,0.79757744,0.5744174
Rot,165638351822092,1684642512570,-0.017138224,0.18331458,0.79718876,0.57497144
Rot,165638361801727,1684642512580,-0.016474582,0.18330903,0.79661036,0.5757937
Rot,165638361950894,1684642512580,-0.015861638,0.18332179,0.79619664,0.5763787
Rot,165638371208654,1684642512589,-0.015336409,0.18342514,0.7956644,0.57709455
Rot,165638371738967,1684642512590,-0.014957498,0.18356349,0.79528654,0.57758117
Rot,165638382123498,1684642512600,-0.0144818,0.18375833,0.7946128,0.578458
Rot,165638382215894,1684642512600,-0.014043633,0.18390681,0.79419494,0.5789952
Rot,165638390742300,1684642512609,-0.013542893,0.18404195,0.79369706,0.5796466
Rot,165638391565737,1684642512610,-0.013006969,0.1841391,0.7932451,0.5802464
Rot,165638401234123,1684642512619,-0.012519169,0.18424895,0.792653,0.58103085
Rot,165638401272717,1684642512619,-0.012256852,0.18433368,0.79231256,0.5814737
Rot,165638411415633,1684642512630,-0.012032312,0.18437813,0.7917564,0.5822214
Rot,165638411894071,1684642512630,-0.011914597,0.18435521,0.7915685,0.5824865
Rot,165638421976987,1684642512640,-0.011557594,0.18434738,0.7910699,0.58317304
Rot,165638421985633,1684642512640,-0.011042173,0.1843648,0.7906651,0.58372635
Rot,165638431841623,1684642512650,-0.01038232,0.18431662,0.7901167,0.5844956
Rot,165638431846623,1684642512650,-0.009786923,0.18422435,0.78967345,0.58513373
Rot,165638441082873,1684642512659,-0.009293693,0.18423016,0.78913337,0.58586806
Rot,165638441091779,1684642512659,-0.009012187,0.18424796,0.78883314,0.58627105
Rot,165638451268394,1684642512669,-0.008692698,0.184316,0.78847975,0.58672965
Rot,165638451290737,1684642512669,-0.00817605,0.18448235,0.78799033,0.58734196
Rot,165638461014123,1684642512679,-0.00749401,0.18471223,0.7872525,0.58826756
Rot,165638461038915,1684642512679,-0.006945571,0.18488014,0.78663236,0.58905065
Rot,165638471250790,1684642512689,-0.006586364,0.1849218,0.786173,0.5896546
Rot,165638471266779,1684642512689,-0.006357607,0.18487515,0.78583103,0.59012735
Rot,165638481204852,1684642512699,-0.006075073,0.18468697,0.7853485,0.5908313
Rot,165638481222925,1684642512699,-0.0058601857,0.18451437,0.7851476,0.5911543
Rot,165638491412717,1684642512710,-0.005400479,0.18439977,0.78478426,0.5916766
Rot,165638491430842,1684642512710,-0.0048171035,0.18441856,0.78425896,0.5923719
Rot,165638501145373,1684642512719,-0.004295562,0.18450084,0.7836328,0.59317833
Rot,165638501161102,1684642512719,-0.0038570266,0.18464844,0.78308505,0.5938584
Rot,165638511165269,1684642512729,-0.003462405,0.18478635,0.7823394,0.59480006
Rot,165638511190737,1684642512729,-0.003271369,0.18483113,0.78194886,0.59530056
Rot,165638521451050,1684642512740,-0.0031351417,0.1847614,0.78151226,0.595896
Rot,165638521487769,1684642512740,-0.0029969967,0.18469618,0.78120816,0.59631544
Rot,165638530502717,1684642512749,-0.0026587758,0.18459438,0.78069323,0.59702253
